Referencia	Título	Autor	Ilustrador	Edición	Editorial	Lugar de publicación	Año de publicación	ISBN	Formato	Encuadernación	Peso	Edición	Tirada	Firmado	Descripción	Estado del libro	Estado de la cubierta	Precio	Tipo de artículo	Cantidad	Catálogo	Palabras clave	Categoría de AbeBooks	URL imagen
5635	Cuadernos Hispanoamericanos 564						1997			Rústica					<p>1607. Madrid, 24x17, 153pgs., rústica. Dossier: El libro español, entre otros artículos</p>	Aceptable		4	Libro	1		Ensayo		
5638	Cuadernos Hispanoamericanos 528						1994			Rústica					<p>1610. Madrid, 24x17, 152pgs., rústica, fatigado. Incluye una entrevista a Octavio Paz, y artículos, entre otros de César Antonio Molina y Horacio Costa</p>			4	Libro	1		Ensayo		
5639	Cuadernos Hispanoamericanos 524						1994			Rústica					<p>1611. Madrid, 24x17, 161pgs., rústica. Incluye artículos de Angus Fraser, sobre los colaboradores de Borrow en España, Samuel Gordon: Notas sobre la vanguardia en México, sonetos en prosa de Gabriel Zaid, etc</p>	Aceptable		4	Libro	1		Ensayo		
5640	Cuadernos Hispanoamericanos 544						1995			Rústica					<p>1612. Madrid, 24x17, 162pgs., rústica, ligeramente fatigado. Incluye artículos sobre los viajeros en Barcelona, de A. Sotelo Vázquez, Las relaciones hispanocubanas de S. Caunedo y Julio Hernández, entre otros</p>			4	Libro	1		Ensayo		
5641	Cuadernos Hispanoamericanos 596						2000			Rústica					<p>1613. Madrid, 24x17, 158pgs., rústica. Dossier: Inteligencia artificial y realidad virtual, entre otros artículos</p>	Aceptable		4	Libro	1		Ensayo		
5643	Cuadernos Hispanoamericanos 579						1998			Rústica					<p>1615. Madrid, 24x17, 152pgs., rústica. Dossier: La narrativa española actual, entre otros artículos</p>	Aceptable		4	Libro	1		Ensayo		
5645	Cuadernos Hispanoamericanos 513						1993			Rústica					<p>1616. Madrid, 24x17, 154pgs., rústica, ligeramente fatigado, incluye textos sobre J.R. Jiménez, G. García Márquez, A. Roa Bastos y el grupo "Orígenes</p>			4	Libro	1		Ensayo		
5646	Cuadernos Hispanoamericanos 615						2001			Rústica					<p>1617. Madrid, 24x17, 154pgs., rústica. Dossier: Cuba, independencia y enmienda (1901-02)</p>	Aceptable		4	Libro	1		Ensayo		
5647	Cuadernos Hispanoamericanos 545						1995			Rústica					<p>1618. Madrid, 24x17, 156pgs., rústica, ligeramente fatigado, incluye notas sobre Bioy Casares, entre otros y poemas de Charles Tomlinson</p>			4	Libro	1		Ensayo		
5648	Cuadernos Hispanoamericanos 595						2000			Rústica					<p>1619. Madrid, 24x17, 156pgs., rústica. Dossier: Escritores en Barcelona</p>	Aceptable		4	Libro	1		Ensayo		
5649	Cuadernos Hispanoamericanos 574						1998			Rústica					<p>1620. Madrid, 24x17, 154pgs., rústica. Dossier: Mario Vargas Llosa</p>	Aceptable		4	Libro	1		Ensayo		
5650	Cuadernos Hispanoamericanos 586						1999			Rústica					<p>1621. Madrid, 24x17, 155pgs., rústica. Dossier: Humboldt en América</p>	Aceptable		4	Libro	1		Ensayo		
5651	Cuadernos Hispoanoamericanos 558						1996			Rústica					<p>1622. Madrid, 24x17, 144pgs., rústica. Incluye una entrevista con Arturto Ripstein y poemas de Ricardo Molinari, entre otros</p>	Aceptable		4	Libro	1		Ensayo		
5652	Cuadernos Hispanoamericanos 593						1999			Rústica					<p>1623. Madrid, 24x17, 151pgs., rústica. Dossier: El cine español actual</p>	Aceptable		4	Libro	1		Ensayo		
5657	Cuadernos Hispanoamericanos 296						1975			Rústica					<p>1627. Madrid, 24x17, 486pgs., rústica, fatigado, lomo con ligero deterioro. Incluye un artículo sobre el teatro de Baroja, entre otros</p>			4	Libro	1		Ensayo		
5662	Cuadernos Hispanoamericanos 570						1997			Rústica					<p>1631. Madrid, 24x17, 154pgs., rústica. Monográfico: Español/Portugués: diálogos</p>			4	Libro	1		Ensayo		
5663	Cuadernos Hispanoamericanos 560						1997			Rústica					<p>1632. Madrid, 24x17, 154pgs., rústica. Dossier: Modernismo y fin de siglo</p>	Aceptable		4	Libro	1		Ensayo		
5664	Cuadernos Hispanoamericanos 569						1997			Rústica					<p>1633. Madrid, 24x17, 153pgs., rústica. Dossier: Aspectos del Psicoanálisis</p>	Aceptable		4	Libro	1		Ensayo		
5666	Fuga en espejo	Antolín Rato, Mariano			Alianza Alianza Ficción		2002								<p>1634. Madrid, 22,5x14,5, 269pgs., cartoné edit. con sobrecubierta. III Premio de novela Fernando Quiñones</p>	Aceptable		4	Libro	1				
5667	Anfora Nova Nº 8-9				Diputación P. de Córdoba - Ayunt. de Rut		1989			Rústica					<p>1635. Córdoba, 24,5x17, 60pgs., rústica. Incluye inéditos de: Vicente Aleixandrey J.A. Muñoz Rojas, entre otros</p>	Aceptable		3	Libro	1				
5670	Elementos de trabajo intelectual	De la Herrán Gascón, Agustín			Bruño Nueva escuela		1994			Rústica					<p>1638. Nº28, Madrid, 22x15, 191pgs., rústica</p>	Aceptable		3	Libro	1				
5671	Iniciación al fútbol sala	Sampedro, Javier			Gymnos		1993			Rústica					<p>1639. Madrid, 21x14, 149pgs., rústica</p>	Aceptable		4	Libro	1				
5675	Alumnado con discapacidad, El. Juegos y deportes específicos	Olayo Martínez, José María			MInisterio de Educación y Cultura		1999			Rústica					<p>1640. Volumen II, Madrid, 21x15, 222pgs., rústica, con ilustraciones en B/N</p>	Aceptable		5	Libro	1				
5676	Fútbol	Moreno Serrano, M. - García-Aranda, J. M			Ministerio de Educación y Cultura		1998			Rústica					<p>1641. Madrid, 21x15, 153pgs., rústica, con ilustraciones en B/N</p>	Aceptable		4	Libro	1				
5678	Caballero del Rubi, El	Eddings, David			Timun Mas Elenium		1991								<p>1643. Volumen 2, Barcelona, 23x14,5, 371pgs., cartoné edit. con sobrecubierta</p>	Aceptable		4	Libro	1		Fantasía		
5681	Baños de la Encina y su castillo	Muñoz-Cobo, Juan			Publicaciones españolas Temas españoles		1968			Rústica					<p>1644. Nº451, Madrid, 24x17, 30pgs., rústica, con fotografías en B/N</p>	Aceptable		3	Libro	1				
5690	Castillos de España 56				Asoc. española de amigos de los castillo		1967			Rústica					<p>1646. Madrid, 24x17, 135pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5694	Castillos de España 61				Asoc. española de amigos de los castillo		1968			Rústica					<p>1647. Madrid, 24x27, 124pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5695	Boletín de la Asociación española de amigos de los castillos 49				Asoc. española de amigos de los castillo		1965			Rústica					<p>1648. Madrid, 24x17, 146pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5696	Boletín de la Asociación española de amigos de los castillos 51				Asoc. española de amigos de los castillo		1965			Rústica					<p>1649. Madrid, 24x17, 141pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5699	Boletín de la Asociación española de amigos de los castillos 54				Asoc. española de amigos de los castillo		1966			Rústica					<p>1651. Madrid, 24x17, 141pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5700	Boletín de la Asociación española de amigos de los castillos 55				Asoc. española de amigos de los castillo		1966			Rústica					<p>1652. Madrid, 24x17, 141pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5702	Boletín de la Asociación española de amigos de los castillos 48				Asoc. española de amigos de los castillo		1965			Rústica					<p>1653. Madrid, 24x17, 135pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5717	Boletín de la Asociación española de amigos de los castillos 40				Asoc. española de amigos de los castillo		1963			Rústica					<p>1654. Madrid, 24x17, 68pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5718	Boletín de la Asociación española de amigos de los castillos 41				Asoc. española de amigos de los castillo		1963			Rústica					<p>1655. Madrid, 24x17, 90pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5719	Boletín de la Asociación española de amigos de los castillos 42				Asoc. española de amigos de los castillo		1963			Rústica					<p>1656. Madrid, 24x17, 72pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5720	Boletín de la Asociación española de amigos de los castillos 43				Asoc. española de amigos de los castillo		1963			Rústica					<p>1657. Madrid, 24x17, 76pgs., rústica,  fatigado, con fotografías en B/N</p>			3	Libro	1		Revistas		
5722	Boletín de la Asociación española de amigos de los castillos 45				Asoc. española de amigos de los castillo		1964			Rústica					<p>1659. Madrid, 24x17, 104pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5723	Boletín de la Asociación española de amigos de los castillos 46				Asoc. española de amigos de los castillo		1964			Rústica					<p>1660. Madrid, 24x17, 102pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5724	Boletín de la Asociación española de amigos de los castillos 47				Asoc. española de amigos de los castillo		1964			Rústica					<p>1661. Madrid, 24x17, 103pgs., rústica, con fotografías en B/N</p>			3	Libro	1		Revistas		
5762	Podenco ibicenco	Gómez-Toldrá, Salvador			Tikal Animales de compañia					Rústica					<p>1664. Barcelona, 2115,5, 187pgs., rústica, con fotografías a color. 0</p>	Fatigado		4	Libro	1				
5765	Setters irlandeses	Gómez-Soldrá, Salvador			Tikal Animales de compañia					Rústica					<p>1665. Barcelona, 21x15,5, 239pgs., rústica, ligeramente fatigado, con fotografías a color. 0</p>			4	Libro	1				
5766	Terrario	Ullrich, Werner			Tikal Animales de compañia					Rústica					<p>1666. Barcelona, 21x15,5, 141pgs., rústica, con ilustraciones y fotografías a color. 0</p>	Aceptable		4	Libro	1				
5767	San Bernardo	Gómez-Toldrá, Salvador			Tikal Animales de compañia					Rústica					<p>1667. Barcelona, 21x15,5, 207pgs., rústica, con fotografías a color. 0</p>	Aceptable		4	Libro	1				
5772	Guia plano de la mancomunidad turística del Maestrazgo. Castellón-Teruel	Della Roca, Giorgio					1982			Rústica					<p>1671. Barcelona, 16x22, 388pgs., rústica, cubiertas fatigadas en puntas, con fotográfias en B/N, portada de Mingol</p>			6	Libro	1		Guías		
5773	Scorpio en la Rusia de los zares	Mc Donough, Alex			Timun Mas Scorpio		1991								<p>1672. Volumen 3 de la serie, Barcelona, 20,5x12,5, 230pgs., cartoné edit. con sobrecubierta algo fatigada</p>			4	Libro	1		Ciencia ficción		
5774	Scorpio en la corte de Isabel I	Mc Donough, Alex			Timun Mas Scorpio		1991								<p>1673. Volumen 2 de la serie, Barcelona, 20,5x12,5, 188pgs., cartoné edit. con sobrecubierta fatigada</p>			4	Libro	1		Ciencia ficción		
5779	Motricidad: Aproximación psicofisiológica	Varios autores			Augusto E,. Pila Teleña		1987			Rústica					<p>1674. Madrid, 21x15,5, 268pgs., rústica, fatigado en puntas</p>			6	Libro	1				
5781	Setién, un pastor entre lobos	Bastante Liébana, Jesús			La Esfera de los libros		2006			Rústica					<p>1675. Madrid, 24x16, 326pgs., rústica, con fotografías a color fuera de texto</p>	Aceptable		4	Libro	1				
5785	Madrid al paso	Blanco Vila, Luis			Palas Atenea		1992			Rústica					<p>1677. Madrid, 21x14, 223pgs., rústica, con fotografías a color</p>	Aceptable		4	Libro	1		Madrid		
5806	Tierra muerta, La	Hohlbein, Wolfgang			Timun Mas La piedra del poder		1990								<p>1681. Volumen 2 de la serie, Barcelona, 21x12,5, 265pgs., cartoné edit. con sobrecubierta</p>	Aceptable		4	Libro	1		Ciencia ficción		
5811	Zurbarán. Poemas	Alonso Gamo, José Mª			Dirección general de relaciones cultural		1974								<p>&nbsp;Madrid, 34x21,5, 137pgs., tela edit. con sobrecubierta algo deteriorada, ilustrado con fotografías en B/N y reproducciones de cuadros de Zurbarán a color</p>			10	Libro	1				
5815	Historia 16 Extra XII				HIstoria 16		1979								<p>1683. Madrid, 24x17, 129pgs. Número de la revista dedicado a la España del siglo XVII</p>	Fatigado		4	Libro	1		Revistas		
5816	Historia 16 Extra XI				Historia 16		1979								<p>1684. Madrid, 24x17, 130pgs., fatigado. Volumen II del número dedicado a la conquista de América</p>			4	Libro	1		Revistas		
5817	Historia 16 Extra X				Historia 16		1979								<p>1685. Madrid, 24x17, 130pgs., cubiertas con pequeñas pintadas a bolígrafo. Volumen I del número dedicado a la conquista de América</p>			4	Libro	1		Revistas		
5829	Tratado de equilibrios gimnásticos	Alemany Clavero, Enrique			Sintes		1964								<p>1688. Barcelona, 16x23, 533pgs., tela edit. con sobrecubierta fatigada, con ilustraciones del autor. 400 láminas y 1.430 figuras</p>			12	Libro	1				
5833	Vivencias espirituales. Música, paisaje, afinidades	Bosch, Carlos			Espasa-calpe		1943								<p>1690. Madrid, 19x12,5, 147pgs., encuadernación nueva en holandesa</p>	ligeramente fatigado		10	Libro	1				
5837	Judaismo e iglesia católica	Kofler, J.A			Milicia Biblioteca de formacion doctrinaria					Rústica					<p>1691. Nº14, Buenos Aires, 22x15,5, 60pgs., rústica. 0</p>			9	Libro	1		Judaismo historia 		
5847	Toros en Madrid				Oficina municipal de turismo		1958			Rústica					<p>1693. Madrid, 20x14, 32pgs., rústica, ilustrado en B/N</p>	Aceptable		4	Libro	1		Toros		
5889	Teatro en el siglo XIX, El	Ferreras, Juan Ignacio - Franco, Andrés			Taurus Historia crítica de la Literatura Hispán		1989			Rústica					<p>1696. Nº18, Madrid, 21x13,5, 177pgs., rústica</p>	Aceptable		6	Libro	1		Historia de la literatura		
5890	Submarino...!	Beach, Edward L			Juventud Libros de bolsillo Z		1984			Rústica					<p>1697. Nº82, Barcelona, 17,5x11, 271pgs., rústica</p>			4	Libro	1				
5898	Viridiana 9						1991			Rústica					<p>1698. Madrid, 23,5x16,5, 123pgs., rústica, con fotografías en B/N. Número dedicado a Le Genou de Claire de Eric Rohmer</p>	Aceptable		4	Libro	1		Revistas		
5906	Pregón general para la buena gobernación desta corte				Imprenta artesanal del Ayuntamiento		1998								<p>1700. Madrid, 30x21,5, 88pgs., ante gofrado de editorial, incluye plano de vista de Madrid en el s. XVII, compuesta por cuatro estampas independientes.Presentación de Álvarez del Manzano, facsímil del pregón editado en el año 1585, con sello, versión actualizada y glosario y texto en inglés y francés</p>	Aceptable		30	Libro	1				
5910	Tratado de Aritmética elemental				Bruño		1943								<p>1702. Madrid, 18x12, 256pgs., cartoné edit. con deterioros, ilustrado en B/N</p>			5	Libro	1		Matemáticas		
5920	Cuadernos Hispanoamericanos 360						1980			Rústica					<p>1707. Madrid, 24x17, 209pgs., rústica, con fotografías en B/N</p>			4	Libro	1				
5921	Cuadernos Hispanoamericanos 390						1982			Rústica					<p>1708. Madrid, 24x17, 247pgs., rústica, fatigado, con fotografías en B/N</p>			4	Libro	1				
5926	Florencio Aguilera (obra desde 1961 a 2002)				MIC		2003			Rústica					<p>&nbsp;León, 31x24, 329pgs., rústica, cubiertas ligeramente fatigadas</p>	Aceptable		12	Libro	1				
5927	Florencio Aguilera. Antológica (1961-2002)				MIC		2003			Rústica					<p>&nbsp;León, 31x24, 329pgs., rústica</p>	Aceptable		15	Libro	1				
5931	Kofi Annan. Un hombre de paz en un mundo de guerra	Meisler, Stanley			El tercer nombre		2006			Rústica					<p>1713. Madrid, 24x16,5, 319pgs., rústica, cubiertas ligeramente fatigadas</p>			3	Libro	1				
5932	Aragón, constante histórica	Varios autores			Caja de Ahorros Zaragoza Aragón Rioj		1978								<p>&nbsp;Navara, 29x21,5, 126pgs., cartoné edit., ligeramente fatigado en lomo, ilustrado a color</p>	Aceptable		4	Libro	1				
5933	Con ojos ajenos. Aragón	Varios Autores			Gobierno de Aragón		2006								<p>&nbsp;Zaragoza, 28x21, 217pgs., cartoné edit. con sobrecubierta. Incluye textos de Labordeta, J. Edwards, Llamazares, Mateo Diéz, Moncada, S,. Puértolas,Y J. Tomeo, entre otros autores</p>	Aceptable		10	Libro	1				
5936	Pierre Wyanants				Espasa Calpe Maestros de la cocina europea		1990								<p>1717. Madrid, 24,5x17,5, 238pgs., cartoné edit., cubiertas ligeramente fatigadas.Asesor: Rafael ansón Oliart. Prólogo de Léon Léonard</p>			7	Libro	1				
5943	Robinsón Crusoe	Defoe, Daniel			Ramón Sopena Biblioteca de grandes novelas		1931			Rústica					<p>1720. Barcelona, 24x16,5, 304pgs., rústica, cubiertas deterioradas en cantos superiores y lomo. Portada ilustrada</p>			5	Libro	1				
5954	Carlos Fuentes. Relectura de su obra: Los días enmascarados y Cantar de ciegos				Universidad de Guanajuato		1995								<p>1725. México, 23,5x16,5, 291pgs., cartoné edit. con sobrecubierta fatigada. Compiladora: Georgina García-Gutiérrez</p>			7	Libro	1				
5965	Diccionario Panhispánico de los Montes de Piedad	Forns Montón, F. - Carriedo Tejedo, M			Confederación esp. de Cajas de Ahorr		2006								<p>1730. 21x22, 201pgs., tela edit. con sobrecubierta</p>	Aceptable		5	Libro	1				
5967	Europa y Marruecos. Diez años del proceso de Barcelona	Fernández-Ardavín, A.-Goded Salto,M			Biblioteca Nueva La sociedad internacional contemporán		2007			Rústica					<p>1731. Nº3, Madrid, 24x17, 281pgs., rústica</p>	Aceptable		5	Libro	1				
5978	Barcarola 54-55				Ayuntamiento y Diputación de Albacete		1997			Rústica					<p>1737. Albacete, 25x17, 487pgs., rústica. Número dedicado a la Generación del 27</p>	Aceptable		6	Libro	1		Revistas culturales		
5985	Inhibición y lenguaje. A propósito de la afasia y la experiéncia del decir	Hernández Sacristán, Carlos			Biblioteca Nueva Psicología Universidad		2006			Rústica					<p>1740. Madrid, 21x13,5, 248pgs., rústica</p>	Aceptable		5	Libro	1				
5988	Asclepio. Archivo iberoamericano de historia de la medicina y antropología médic				Consejo S. de Investigaciones Científic		1958			Rústica					<p>1742. Madrid, 25x17, 616pgs., rústica, con sello seco de la biblioteca de Francisco Ayala. Edición homenaje a Pedro Laín Entralgo</p>	Aceptable		9	Libro	1				
5990	Investigación en la gran industria, La. El contexto europeo	Martín Municio, Ángel			Real Academia de Ciéncias y Artes 		2003								<p>1743. Madrid, 25x16, 202pgs., tela edit. con sobrecubierta, con sello, ilustraciones en B/N</p>	Aceptable		4	Libro	1		Europa		
5992	Soy Roca	Luna, José Félix			Apóstrofe Horizonte		1991			Rústica					<p>1744. Madrid, 22x14,5, 495pgs., rústica, cubiertas fatigadas, con fotografías en B/N. En este libro se relata la etapa de mayores transformaciones en Argentina de  la voz del general Julio A. Roca</p>			5	Libro	1		Hispanoamérica		
